episode_date,episode_number,rating,rel_link,season_num,show,title,votes,formatted_date,formatted_votes
19 Dec. 2007,11,7.5,/title/tt1036064/,1,Gossip Girl,Roman Holiday,(612),2007-12-19,612
2 Jan. 2008,12,7.5,/title/tt1036065/,1,Gossip Girl,School Lies,(604),2008-01-02,604
9 Jan. 2008,13,7.9,/title/tt1036066/,1,Gossip Girl,A Thin Line Between Chuck and Nate,(614),2008-01-09,614
21 Apr. 2008,14,7.8,/title/tt1122270/,1,Gossip Girl,The Blair Bitch Project,(651),2008-04-21,651
28 Apr. 2008,15,7.6,/title/tt1122271/,1,Gossip Girl,Desperately Seeking Serena,(596),2008-04-28,596
5 May 2008,16,7.8,/title/tt1122272/,1,Gossip Girl,All About My Brother,(630),2008-05-05,630
12 May 2008,17,7.8,/title/tt1122273/,1,Gossip Girl,Woman on the Verge,(592),2008-05-12,592
19 May 2008,18,7.8,/title/tt1122274/,1,Gossip Girl,Much 'I Do' About Nothing,(639),2008-05-19,639
1 Sep. 2008,1,8.0,/title/tt1260025/,2,Gossip Girl,Summer Kind of Wonderful,(774),2008-09-01,774
8 Sep. 2008,2,7.7,/title/tt1266855/,2,Gossip Girl,Never Been Marcused,(519),2008-09-08,519
15 Sep. 2008,3,7.8,/title/tt1266859/,2,Gossip Girl,The Dark Night,(537),2008-09-15,537
22 Sep. 2008,4,7.7,/title/tt1266860/,2,Gossip Girl,The Ex-Files,(523),2008-09-22,523
29 Sep. 2008,5,7.8,/title/tt1266861/,2,Gossip Girl,The Serena Also Rises,(528),2008-09-29,528
13 Oct. 2008,6,7.8,/title/tt1266862/,2,Gossip Girl,New Haven Can Wait,(514),2008-10-13,514
20 Oct. 2008,7,7.8,/title/tt1266863/,2,Gossip Girl,Chuck in Real Life,(543),2008-10-20,543
27 Oct. 2008,8,8.0,/title/tt1266864/,2,Gossip Girl,Pret-a-Poor-J,(587),2008-10-27,587
3 Nov. 2008,9,7.9,/title/tt1266865/,2,Gossip Girl,There Might be Blood,(518),2008-11-03,518
10 Nov. 2008,10,7.7,/title/tt1266845/,2,Gossip Girl,Bonfire of the Vanity,(467),2008-11-10,467
17 Nov. 2008,11,7.8,/title/tt1266846/,2,Gossip Girl,The Magnificent Archibalds,(465),2008-11-17,465
1 Dec. 2008,12,7.8,/title/tt1266847/,2,Gossip Girl,It's a Wonderful Lie,(502),2008-12-01,502
8 Dec. 2008,13,8.2,/title/tt1266848/,2,Gossip Girl,"O Brother, Where Bart Thou?",(670),2008-12-08,670
5 Jan. 2009,14,7.8,/title/tt1266849/,2,Gossip Girl,In the Realm of the Basses,(505),2009-01-05,505
12 Jan. 2009,15,7.8,/title/tt1266850/,2,Gossip Girl,Gone with the Will,(480),2009-01-12,480
19 Jan. 2009,16,7.8,/title/tt1266851/,2,Gossip Girl,You've Got Yale!,(503),2009-01-19,503
2 Feb. 2009,17,7.7,/title/tt1266852/,2,Gossip Girl,Carrnal Knowledge,(501),2009-02-02,501
16 Mar. 2009,18,7.7,/title/tt1266853/,2,Gossip Girl,The Age of Dissonance,(473),2009-03-16,473
23 Mar. 2009,19,7.6,/title/tt1266854/,2,Gossip Girl,The Grandfather,(431),2009-03-23,431
30 Mar. 2009,20,7.5,/title/tt1266856/,2,Gossip Girl,Remains of the J,(428),2009-03-30,428
20 Apr. 2009,21,7.8,/title/tt1266857/,2,Gossip Girl,Seder Anything,(442),2009-04-20,442
27 Apr. 2009,22,7.8,/title/tt1418308/,2,Gossip Girl,Southern Gentlemen Prefer Blondes,(423),2009-04-27,423
4 May 2009,23,7.8,/title/tt1392844/,2,Gossip Girl,The Wrath of Con,(462),2009-05-04,462
11 May 2009,24,7.8,/title/tt1393347/,2,Gossip Girl,Valley Girls,(639),2009-05-11,639
18 May 2009,25,8.3,/title/tt1392843/,2,Gossip Girl,The Goodbye Gossip Girl,(706),2009-05-18,706
14 Sep. 2009,1,7.7,/title/tt1472692/,3,Gossip Girl,Reversals of Fortune,(512),2009-09-14,512
21 Sep. 2009,2,7.8,/title/tt1475854/,3,Gossip Girl,The Freshmen,(422),2009-09-21,422
28 Sep. 2009,3,7.7,/title/tt1498657/,3,Gossip Girl,The Lost Boy,(431),2009-09-28,431
5 Oct. 2009,4,7.8,/title/tt1498656/,3,Gossip Girl,Dan de Fleurette,(456),2009-10-05,456
12 Oct. 2009,5,7.8,/title/tt1505559/,3,Gossip Girl,Rufus Getting Married,(413),2009-10-12,413
19 Oct. 2009,6,7.7,/title/tt1505557/,3,Gossip Girl,Enough About Eve,(422),2009-10-19,422
26 Oct. 2009,7,7.8,/title/tt1505558/,3,Gossip Girl,How to Succeed in Bassness,(396),2009-10-26,396
2 Nov. 2009,8,7.8,/title/tt1505560/,3,Gossip Girl,The Grandfather: Part II,(383),2009-11-02,383
9 Nov. 2009,9,7.8,/title/tt1518721/,3,Gossip Girl,"They Shoot Humphreys, Don't They?",(423),2009-11-09,423
16 Nov. 2009,10,7.7,/title/tt1518720/,3,Gossip Girl,The Last Days of Disco Stick,(425),2009-11-16,425
30 Nov. 2009,11,7.8,/title/tt1548668/,3,Gossip Girl,The Treasure of Serena Madre,(419),2009-11-30,419
7 Dec. 2009,12,7.8,/title/tt1553486/,3,Gossip Girl,The Debarted,(449),2009-12-07,449
8 Mar. 2010,13,7.3,/title/tt1553485/,3,Gossip Girl,The Hurt Locket,(400),2010-03-08,400
15 Mar. 2010,14,7.3,/title/tt1562508/,3,Gossip Girl,The Lady Vanished,(374),2010-03-15,374
22 Mar. 2010,15,7.5,/title/tt1564637/,3,Gossip Girl,The Sixteen Year Old Virgin,(363),2010-03-22,363
29 Mar. 2010,16,7.3,/title/tt1576522/,3,Gossip Girl,The Empire Strikes Jack,(365),2010-03-29,365
5 Apr. 2010,17,7.8,/title/tt1586862/,3,Gossip Girl,Inglourious Bassterds,(370),2010-04-05,370
12 Apr. 2010,18,7.8,/title/tt1586863/,3,Gossip Girl,The Unblairable Lightness of Being,(374),2010-04-12,374
26 Apr. 2010,19,7.3,/title/tt1605236/,3,Gossip Girl,Dr. Estrangeloved,(351),2010-04-26,351
3 May 2010,20,7.1,/title/tt1605237/,3,Gossip Girl,"It's a Dad, Dad, Dad, Dad World",(366),2010-05-03,366
10 May 2010,21,7.8,/title/tt1609605/,3,Gossip Girl,Ex-Husbands and Wives,(354),2010-05-10,354
17 May 2010,22,7.9,/title/tt1609310/,3,Gossip Girl,"Last Tango, Then Paris",(478),2010-05-17,478
13 Sep. 2010,1,7.8,/title/tt1635985/,4,Gossip Girl,Belles de Jour,(510),2010-09-13,510
20 Sep. 2010,2,8.0,/title/tt1635996/,4,Gossip Girl,Double Identity,(501),2010-09-20,501
27 Sep. 2010,3,7.6,/title/tt1636000/,4,Gossip Girl,The Undergraduates,(365),2010-09-27,365
4 Oct. 2010,4,7.7,/title/tt1636001/,4,Gossip Girl,Touch of Eva,(348),2010-10-04,348
11 Oct. 2010,5,7.6,/title/tt1636002/,4,Gossip Girl,"Goodbye, Columbia",(334),2010-10-11,334
25 Oct. 2010,6,7.8,/title/tt1636003/,4,Gossip Girl,Easy J,(382),2010-10-25,382
1 Nov. 2010,7,7.8,/title/tt1636004/,4,Gossip Girl,War at the Roses,(428),2010-11-01,428
8 Nov. 2010,8,7.7,/title/tt1636005/,4,Gossip Girl,Juliet Doesn't Live Here Anymore,(387),2010-11-08,387
15 Nov. 2010,9,7.7,/title/tt1636006/,4,Gossip Girl,The Witches of Bushwick,(397),2010-11-15,397
29 Nov. 2010,10,7.8,/title/tt1635986/,4,Gossip Girl,Gaslit,(358),2010-11-29,358
6 Dec. 2010,11,7.8,/title/tt1635987/,4,Gossip Girl,The Townie,(404),2010-12-06,404
24 Jan. 2011,12,7.6,/title/tt1635988/,4,Gossip Girl,The Kids Are Not All Right,(335),2011-01-24,335
31 Jan. 2011,13,7.6,/title/tt1635989/,4,Gossip Girl,Damien Darko,(321),2011-01-31,321
7 Feb. 2011,14,7.0,/title/tt1635990/,4,Gossip Girl,Panic Roommate,(353),2011-02-07,353
14 Feb. 2011,15,7.2,/title/tt1635991/,4,Gossip Girl,It-Girl Happened One Night,(342),2011-02-14,342
21 Feb. 2011,16,7.5,/title/tt1635992/,4,Gossip Girl,While You Weren't Sleeping,(345),2011-02-21,345
28 Feb. 2011,17,7.8,/title/tt1635993/,4,Gossip Girl,Empire of the Son,(359),2011-02-28,359
18 Apr. 2011,18,7.0,/title/tt1635994/,4,Gossip Girl,The Kids Stay in the Picture,(362),2011-04-18,362
25 Apr. 2011,19,7.6,/title/tt1635995/,4,Gossip Girl,Petty in Pink,(333),2011-04-25,333
2 May 2011,20,7.1,/title/tt1635997/,4,Gossip Girl,The Princesses and the Frog,(365),2011-05-02,365
9 May 2011,21,7.1,/title/tt1635998/,4,Gossip Girl,Shattered Bass,(364),2011-05-09,364
16 May 2011,22,7.8,/title/tt1635999/,4,Gossip Girl,The Wrong Goodbye,(456),2011-05-16,456
26 Sep. 2011,1,7.7,/title/tt1926567/,5,Gossip Girl,"Yes, Then Zero",(487),2011-09-26,487
3 Oct. 2011,2,6.9,/title/tt1979712/,5,Gossip Girl,Beauty and the Feast,(370),2011-10-03,370
10 Oct. 2011,3,7.6,/title/tt1979713/,5,Gossip Girl,The Jewel of Denial,(324),2011-10-10,324
17 Oct. 2011,4,7.8,/title/tt1979714/,5,Gossip Girl,Memoirs of an Invisible Dan,(349),2011-10-17,349
24 Oct. 2011,5,6.9,/title/tt1979715/,5,Gossip Girl,The Fasting and the Furious,(338),2011-10-24,338
7 Nov. 2011,6,7.7,/title/tt1979716/,5,Gossip Girl,I Am Number Nine,(331),2011-11-07,331
14 Nov. 2011,7,6.8,/title/tt1979717/,5,Gossip Girl,The Big Sleep No More,(352),2011-11-14,352
21 Nov. 2011,8,7.7,/title/tt1979718/,5,Gossip Girl,All the Pretty Sources,(320),2011-11-21,320
28 Nov. 2011,9,7.1,/title/tt1979719/,5,Gossip Girl,Rhodes to Perdition,(330),2011-11-28,330
5 Dec. 2011,10,7.8,/title/tt1979706/,5,Gossip Girl,Riding in Town Cars with Boys,(416),2011-12-05,416
16 Jan. 2012,11,6.6,/title/tt1979707/,5,Gossip Girl,The End of the Affair?,(437),2012-01-16,437
23 Jan. 2012,12,7.2,/title/tt1979708/,5,Gossip Girl,Father and the Bride,(332),2012-01-23,332
30 Jan. 2012,13,8.0,/title/tt1979709/,5,Gossip Girl,G.G.,(491),2012-01-30,491
6 Feb. 2012,14,7.8,/title/tt1979710/,5,Gossip Girl,The Backup Dan,(337),2012-02-06,337
13 Feb. 2012,15,7.4,/title/tt1979711/,5,Gossip Girl,"Crazy, Cupid, Love",(368),2012-02-13,368
20 Feb. 2012,16,7.7,/title/tt1942310/,5,Gossip Girl,Cross Rhodes,(328),2012-02-20,328
27 Feb. 2012,17,7.7,/title/tt1942311/,5,Gossip Girl,The Princess Dowry,(338),2012-02-27,338
2 Apr. 2012,18,7.2,/title/tt1942312/,5,Gossip Girl,Con-Heir,(354),2012-04-02,354
9 Apr. 2012,19,6.7,/title/tt1942313/,5,Gossip Girl,"It Girl, Interrupted",(329),2012-04-09,329
16 Apr. 2012,20,7.4,/title/tt1942314/,5,Gossip Girl,Salon of the Dead,(328),2012-04-16,328
23 Apr. 2012,21,6.9,/title/tt1942315/,5,Gossip Girl,Despicable B,(338),2012-04-23,338
30 Apr. 2012,22,7.8,/title/tt1942316/,5,Gossip Girl,Raiders of the Lost Art,(350),2012-04-30,350
7 May 2012,23,7.2,/title/tt2072501/,5,Gossip Girl,The Fugitives,(303),2012-05-07,303
14 May 2012,24,7.7,/title/tt2072502/,5,Gossip Girl,The Return of the Ring,(380),2012-05-14,380
8 Oct. 2012,1,7.7,/title/tt2399795/,6,Gossip Girl,Gone Maybe Gone,(524),2012-10-08,524
15 Oct. 2012,2,6.7,/title/tt2360062/,6,Gossip Girl,High Infidelity,(368),2012-10-15,368
22 Oct. 2012,3,6.6,/title/tt2440778/,6,Gossip Girl,Dirty Rotten Scandals,(354),2012-10-22,354
5 Nov. 2012,4,6.6,/title/tt2450692/,6,Gossip Girl,Portrait of a Lady Alexander,(343),2012-11-05,343
12 Nov. 2012,5,6.7,/title/tt2461438/,6,Gossip Girl,Monstrous Ball,(326),2012-11-12,326
19 Nov. 2012,6,7.6,/title/tt2366338/,6,Gossip Girl,Where the Vile Things Are,(309),2012-11-19,309
26 Nov. 2012,7,7.6,/title/tt2461448/,6,Gossip Girl,Save the Last Chance,(322),2012-11-26,322
3 Dec. 2012,8,7.6,/title/tt2461452/,6,Gossip Girl,It's Really Complicated,(322),2012-12-03,322
10 Dec. 2012,9,7.7,/title/tt2461456/,6,Gossip Girl,The Revengers,(384),2012-12-10,384
17 Dec. 2012,10,8.8,/title/tt2461460/,6,Gossip Girl,"New York, I Love You XOXO","(1,523)",2012-12-17,1523
,0,8.3,/title/tt0906536/,1,Two and a Half Men,Most Chicks Won't Eat Veal: Original Pilot,(819),,819
22 Sep. 2003,1,8.4,/title/tt0735172/,1,Two and a Half Men,Pilot,"(1,351)",2003-09-22,1351
29 Sep. 2003,2,8.0,/title/tt0766147/,1,Two and a Half Men,Big Flappy Bastards,"(1,102)",2003-09-29,1102
6 Oct. 2003,3,7.9,/title/tt0735155/,1,Two and a Half Men,Go East on Sunset Until You Reach the Gates of Hell,"(1,024)",2003-10-06,1024
13 Oct. 2003,4,8.1,/title/tt0735162/,1,Two and a Half Men,"If I Can't Write My Chocolate Song, I'm Going to Take a Nap",(972),2003-10-13,972
20 Oct. 2003,5,8.0,/title/tt0735185/,1,Two and a Half Men,The Last Thing You Want Is to Wind Up with a Hump,(965),2003-10-20,965
27 Oct. 2003,6,7.8,/title/tt0735151/,1,Two and a Half Men,Did You Check with the Captain of the Flying Monkeys?,(915),2003-10-27,915
3 Nov. 2003,7,8.4,/title/tt0735163/,1,Two and a Half Men,"If They Do Go Either Way, They're Usually Fake",(967),2003-11-03,967
10 Nov. 2003,8,8.0,/title/tt0735188/,1,Two and a Half Men,Twenty-five Little Pre-pubers Without a Snoot-ful,(898),2003-11-10,898
17 Nov. 2003,9,7.8,/title/tt0735171/,1,Two and a Half Men,"Phase One, Complete",(860),2003-11-17,860
24 Nov. 2003,10,8.2,/title/tt0735168/,1,Two and a Half Men,Merry Thanksgiving,(943),2003-11-24,943
15 Dec. 2003,11,7.8,/title/tt0735142/,1,Two and a Half Men,"Alan Harper, Frontier Chiropractor",(859),2003-12-15,859
5 Jan. 2004,12,8.8,/title/tt0735147/,1,Two and a Half Men,Camel Filters and Pheromones,"(1,466)",2004-01-05,1466
12 Jan. 2004,13,7.9,/title/tt0735176/,1,Two and a Half Men,Sarah Like Puny Alan,(835),2004-01-12,835
2 Feb. 2004,14,8.0,/title/tt0735160/,1,Two and a Half Men,I Can't Afford Hyenas,(841),2004-02-02,841
9 Feb. 2004,15,8.0,/title/tt0735174/,1,Two and a Half Men,Round One to the Hot Crazy Chick,(885),2004-02-09,885
16 Feb. 2004,16,8.0,/title/tt0735184/,1,Two and a Half Men,"That Was Saliva, Alan",(863),2004-02-16,863
23 Feb. 2004,17,8.1,/title/tt0735144/,1,Two and a Half Men,"Ate the Hamburgers, Wearing the Hats",(816),2004-02-23,816
1 Mar. 2004,18,8.5,/title/tt0735143/,1,Two and a Half Men,An Old Flame with a New Wick,(987),2004-03-01,987
22 Mar. 2004,19,8.2,/title/tt0735161/,1,Two and a Half Men,"I Remember the Coatroom, I Just Don't Remember You",(873),2004-03-22,873
19 Apr. 2004,20,7.8,/title/tt0735156/,1,Two and a Half Men,"Hey, I Can Pee Outside in the Dark",(812),2004-04-19,812
3 May 2004,21,8.2,/title/tt0735170/,1,Two and a Half Men,"No Sniffing, No Wowing",(880),2004-05-03,880
10 May 2004,22,8.1,/title/tt0735169/,1,Two and a Half Men,My Doctor Has a Cow Puppet,(814),2004-05-10,814
17 May 2004,23,8.6,/title/tt0735165/,1,Two and a Half Men,Just Like Buffalo,(933),2004-05-17,933
24 May 2004,24,8.3,/title/tt0735149/,1,Two and a Half Men,Can You Feel My Finger,(836),2004-05-24,836
20 Sep. 2004,1,8.2,/title/tt0735145/,2,Two and a Half Men,Back Off Mary Poppins,"(1,055)",2004-09-20,1055
27 Sep. 2004,2,7.8,/title/tt0735153/,2,Two and a Half Men,Enjoy Those Garlic Balls,(769),2004-09-27,769
4 Oct. 2004,3,8.2,/title/tt0735137/,2,Two and a Half Men,A Bag Full of Jawea,(786),2004-10-04,786
11 Oct. 2004,4,8.1,/title/tt0766149/,2,Two and a Half Men,Go Get Mommy's Bra,(744),2004-10-11,744
18 Oct. 2004,5,7.8,/title/tt0735146/,2,Two and a Half Men,Bad News from the Clinic,(758),2004-10-18,758
25 Oct. 2004,6,8.0,/title/tt0766150/,2,Two and a Half Men,The Price of Healthy Gums Is Eternal Vigilance,(728),2004-10-25,728
8 Nov. 2004,7,7.6,/title/tt0735138/,2,Two and a Half Men,A Kosher Slaughterhouse Out in Fontana,(721),2004-11-08,721
15 Nov. 2004,8,8.2,/title/tt0735154/,2,Two and a Half Men,Frankenstein and the Horny Villagers,(740),2004-11-15,740
22 Nov. 2004,9,8.0,/title/tt0735192/,2,Two and a Half Men,"Yes, Monsignor",(748),2004-11-22,748
29 Nov. 2004,10,8.2,/title/tt0735186/,2,Two and a Half Men,The Salmon Under My Sweater,(750),2004-11-29,750
13 Dec. 2004,11,8.2,/title/tt0735166/,2,Two and a Half Men,Last Chance to See Those Tattoos,(765),2004-12-13,765
3 Jan. 2005,12,8.2,/title/tt0735140/,2,Two and a Half Men,A Lung Full of Alan,(791),2005-01-03,791
17 Jan. 2005,13,8.3,/title/tt0735194/,2,Two and a Half Men,Zejdz z Zmoich Wlosów,(760),2005-01-17,760
31 Jan. 2005,14,7.9,/title/tt0735187/,2,Two and a Half Men,Those Big Pink Things with Coconut,(694),2005-01-31,694
7 Feb. 2005,15,8.0,/title/tt0735178/,2,Two and a Half Men,Smell the Umbrella Stand,(703),2005-02-07,703
14 Feb. 2005,16,8.3,/title/tt0735148/,2,Two and a Half Men,Can You Eat Human Flesh with Wooden Teeth?,(761),2005-02-14,761
21 Feb. 2005,17,8.1,/title/tt0735191/,2,Two and a Half Men,"Woo-Hoo, a Hernia-Exam!",(761),2005-02-21,761
7 Mar. 2005,18,8.3,/title/tt0735164/,2,Two and a Half Men,"It Was Mame, Mom",(831),2005-03-07,831
21 Mar. 2005,19,8.0,/title/tt0735139/,2,Two and a Half Men,"A Low, Guttural Tongue-Flapping Noise",(735),2005-03-21,735
18 Apr. 2005,20,7.9,/title/tt0735159/,2,Two and a Half Men,I Always Wanted a Shaved Monkey,(760),2005-04-18,760
2 May 2005,21,8.0,/title/tt0735141/,2,Two and a Half Men,A Sympathetic Crotch to Cry On,(725),2005-05-02,725
9 May 2005,22,7.8,/title/tt0735181/,2,Two and a Half Men,That Old Hose Bag Is My Mother,(698),2005-05-09,698
16 May 2005,23,8.8,/title/tt0735180/,2,Two and a Half Men,"Squab, Squab, Squab, Squab, Squab",(986),2005-05-16,986
23 May 2005,24,8.5,/title/tt0735152/,2,Two and a Half Men,Does This Smell Funny to You,(800),2005-05-23,800
19 Sep. 2005,1,8.1,/title/tt0735190/,3,Two and a Half Men,Weekend in Bangkok with Two Olympic Gymnasts,(743),2005-09-19,743
26 Sep. 2005,2,8.3,/title/tt0735173/,3,Two and a Half Men,Principal Gallagher's Lesbian Lover,(772),2005-09-26,772
3 Oct. 2005,3,8.0,/title/tt0735150/,3,Two and a Half Men,Carpet Burns and a Bite Mark,(673),2005-10-03,673
10 Oct. 2005,4,7.9,/title/tt0735193/,3,Two and a Half Men,Your Dismissive Attitude Toward Boobs,(675),2005-10-10,675
17 Oct. 2005,5,8.0,/title/tt0735189/,3,Two and a Half Men,We Called It Mr. Pinky,(687),2005-10-17,687
24 Oct. 2005,6,8.5,/title/tt0735157/,3,Two and a Half Men,"Hi, Mr. Horned One",(970),2005-10-24,970
7 Nov. 2005,7,8.1,/title/tt0735177/,3,Two and a Half Men,"Sleep Tight, Puddin' Pop",(756),2005-11-07,756
14 Nov. 2005,8,8.4,/title/tt0735183/,3,Two and a Half Men,That Voodoo That I Do Do,(792),2005-11-14,792
21 Nov. 2005,9,8.1,/title/tt0735167/,3,Two and a Half Men,Madame and Her Special Friend,(729),2005-11-21,729
28 Nov. 2005,10,7.8,/title/tt0735179/,3,Two and a Half Men,Something Salted and Twisted,(666),2005-11-28,666
19 Dec. 2005,11,8.4,/title/tt0735175/,3,Two and a Half Men,Santa's Village of the Damned,(826),2005-12-19,826
9 Jan. 2006,12,8.2,/title/tt0735182/,3,Two and a Half Men,That Special Tug,(730),2006-01-09,730
23 Jan. 2006,13,7.8,/title/tt0735158/,3,Two and a Half Men,Humiliation Is a Visual Medium,(665),2006-01-23,665
6 Feb. 2006,14,8.3,/title/tt0759359/,3,Two and a Half Men,"Love Isn't Blind, It's Retarded",(710),2006-02-06,710
27 Feb. 2006,15,8.0,/title/tt0759360/,3,Two and a Half Men,My Tongue Is Meat,(670),2006-02-27,670
6 Mar. 2006,16,8.5,/title/tt0766148/,3,Two and a Half Men,"Ergo, the Booty Call",(765),2006-03-06,765
13 Mar. 2006,17,7.8,/title/tt0776262/,3,Two and a Half Men,The Unfortunate Little Schnauzer,(670),2006-03-13,670
20 Mar. 2006,18,7.8,/title/tt0766022/,3,Two and a Half Men,The Spit-Covered Cobbler,(648),2006-03-20,648
10 Apr. 2006,19,8.0,/title/tt0786266/,3,Two and a Half Men,"Golly Moses, She's a Muffin",(686),2006-04-10,686
24 Apr. 2006,20,8.3,/title/tt0793280/,3,Two and a Half Men,"Always a Bridesmaid, Never a Burro",(761),2006-04-24,761
1 May 2006,21,7.9,/title/tt0793281/,3,Two and a Half Men,And the Plot Moistens,(691),2006-05-01,691
8 May 2006,22,8.1,/title/tt0799383/,3,Two and a Half Men,Just Once with Aunt Sophie,(661),2006-05-08,661
15 May 2006,23,7.8,/title/tt0805983/,3,Two and a Half Men,Arguments for the Quickie,(640),2006-05-15,640
22 May 2006,24,8.3,/title/tt0818066/,3,Two and a Half Men,That Pistol-Packin' Hermaphrodite,(689),2006-05-22,689
18 Sep. 2006,1,7.8,/title/tt0858373/,4,Two and a Half Men,Working for Caligula,(702),2006-09-18,702
25 Sep. 2006,2,8.0,/title/tt0868906/,4,Two and a Half Men,Who's Vod Kanockers,(714),2006-09-25,714
2 Oct. 2006,3,7.7,/title/tt0870677/,4,Two and a Half Men,The Sea Is a Harsh Mistress,(679),2006-10-02,679
9 Oct. 2006,4,7.7,/title/tt0854051/,4,Two and a Half Men,A Pot Smoking Monkey,(669),2006-10-09,669
16 Oct. 2006,5,7.9,/title/tt0882651/,4,Two and a Half Men,A Live Woman of Proven Fertility,(692),2006-10-16,692
23 Oct. 2006,6,8.4,/title/tt0886285/,4,Two and a Half Men,Apologies for the Frivolity,(787),2006-10-23,787
30 Oct. 2006,7,8.0,/title/tt0889005/,4,Two and a Half Men,Repeated Blows to His Unformed Head,(691),2006-10-30,691
13 Nov. 2006,8,8.1,/title/tt0891939/,4,Two and a Half Men,Release the Dogs,(687),2006-11-13,687
20 Nov. 2006,9,7.8,/title/tt0898835/,4,Two and a Half Men,Corey's Been Dead for an Hour,(684),2006-11-20,684
27 Nov. 2006,10,7.9,/title/tt0908936/,4,Two and a Half Men,Kissing Abraham Lincoln,(683),2006-11-27,683
11 Dec. 2006,11,8.7,/title/tt0908937/,4,Two and a Half Men,Walnuts and Demerol,(833),2006-12-11,833
8 Jan. 2007,12,7.8,/title/tt0932463/,4,Two and a Half Men,Castrating Sheep in Montana,(654),2007-01-08,654
22 Jan. 2007,13,7.8,/title/tt0946827/,4,Two and a Half Men,"Don't Worry, Speed Racer",(652),2007-01-22,652
5 Feb. 2007,14,7.9,/title/tt0957426/,4,Two and a Half Men,"That's Summer Sausage, Not Salami",(671),2007-02-05,671
12 Feb. 2007,15,8.1,/title/tt0935979/,4,Two and a Half Men,My Damn Stalker,(672),2007-02-12,672
19 Feb. 2007,16,7.9,/title/tt0963690/,4,Two and a Half Men,Young People Have Phlegm Too,(682),2007-02-19,682
26 Feb. 2007,17,7.8,/title/tt0957599/,4,Two and a Half Men,I Merely Slept with a Commie,(651),2007-02-26,651
19 Mar. 2007,18,7.8,/title/tt0987821/,4,Two and a Half Men,It Never Rains in Hooterville,(664),2007-03-19,664
9 Apr. 2007,19,8.2,/title/tt1006262/,4,Two and a Half Men,Smooth as a Ken Doll,(700),2007-04-09,700
16 Apr. 2007,20,8.3,/title/tt1012332/,4,Two and a Half Men,Aunt Myra Doesn't Pee a Lot,(719),2007-04-16,719
23 Apr. 2007,21,8.0,/title/tt1017622/,4,Two and a Half Men,"Tucked, Taped and Gorgeous",(679),2007-04-23,679
30 Apr. 2007,22,7.9,/title/tt1022141/,4,Two and a Half Men,Mr. McGlue's Feedbag,(640),2007-04-30,640
7 May 2007,23,8.2,/title/tt1026380/,4,Two and a Half Men,Anteaters. They're Just Crazy-lookin,(750),2007-05-07,750
14 May 2007,24,8.4,/title/tt1026381/,4,Two and a Half Men,Prostitutes and Gelato,(702),2007-05-14,702
24 Sep. 2007,1,8.1,/title/tt1106487/,5,Two and a Half Men,"Large Birds, Spiders and Mom",(690),2007-09-24,690
1 Oct. 2007,2,8.0,/title/tt1099789/,5,Two and a Half Men,Media Room Slash Dungeon,(660),2007-10-01,660
8 Oct. 2007,3,8.0,/title/tt1120753/,5,Two and a Half Men,Dum Diddy Dum Diddy Doo,(653),2007-10-08,653
15 Oct. 2007,4,8.1,/title/tt1125249/,5,Two and a Half Men,City of Great Racks,(658),2007-10-15,658
22 Oct. 2007,5,8.1,/title/tt1129289/,5,Two and a Half Men,Putting Swim Fins on a Cat,(657),2007-10-22,657
29 Oct. 2007,6,8.0,/title/tt1127140/,5,Two and a Half Men,Help Daddy Find His Toenail,(648),2007-10-29,648
5 Nov. 2007,7,7.8,/title/tt1136576/,5,Two and a Half Men,Our Leather Gear Is in the Guest Room,(638),2007-11-05,638
12 Nov. 2007,8,8.6,/title/tt1136575/,5,Two and a Half Men,Is There a Mrs. Waffles?,(867),2007-11-12,867
19 Nov. 2007,9,8.1,/title/tt1143779/,5,Two and a Half Men,"Shoes, Hats, Pickle Jar Lids",(653),2007-11-19,653
26 Nov. 2007,10,8.2,/title/tt1142346/,5,Two and a Half Men,Kinda Like Necrophilia,(700),2007-11-26,700
17 Mar. 2008,11,8.2,/title/tt1203453/,5,Two and a Half Men,Meander to Your Dander,(660),2008-03-17,660
24 Mar. 2008,12,8.0,/title/tt1206879/,5,Two and a Half Men,A Little Clammy and None Too Fresh,(634),2008-03-24,634
31 Mar. 2008,13,8.2,/title/tt1206880/,5,Two and a Half Men,The Soil is Moist,(688),2008-03-31,688
14 Apr. 2008,14,8.1,/title/tt1206873/,5,Two and a Half Men,Winky-Dink Time,(661),2008-04-14,661
21 Apr. 2008,15,8.0,/title/tt1206874/,5,Two and a Half Men,Rough Night in Hump Junction,(653),2008-04-21,653
28 Apr. 2008,16,8.1,/title/tt1206875/,5,Two and a Half Men,"Look at Me, Mommy, I'm Pretty",(655),2008-04-28,655
5 May 2008,17,8.8,/title/tt1206876/,5,Two and a Half Men,Fish in a Drawer,"(1,057)",2008-05-05,1057
12 May 2008,18,7.9,/title/tt1206877/,5,Two and a Half Men,If My Hole Could Talk,(665),2008-05-12,665
19 May 2008,19,8.0,/title/tt1206878/,5,Two and a Half Men,Waiting for the Right Snapper,(646),2008-05-19,646
22 Sep. 2008,1,8.0,/title/tt1257508/,6,Two and a Half Men,Taterhead Is Our Love Child,(727),2008-09-22,727
29 Sep. 2008,2,7.9,/title/tt1256411/,6,Two and a Half Men,"Pie Hole, Herb",(645),2008-09-29,645
